科室,指标编码,指标名称,年份,月份,数值,指标单位
心内科,nb_of_outp_emg,门急诊人次,2023,8,7518.0,人次
心内科,nb_of_outp_emg,门急诊人次,2023,9,8202.0,人次
心内科,nb_of_outp_emg,门急诊人次,2023,10,9869.0,人次
心内科,nb_of_outp_emg,门急诊人次,2023,11,10773.0,人次
心内科,nb_of_outp_emg,门急诊人次,2023,12,10380.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,1,11506.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,2,10651.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,3,9538.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,4,7841.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,5,7164.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,6,6674.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,7,7234.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,8,8257.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,9,9865.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,10,9275.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,11,10632.0,人次
心内科,nb_of_outp_emg,门急诊人次,2024,12,11351.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,1,10459.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,2,10855.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,3,9484.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,4,8108.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,5,8095.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,6,6845.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,7,8244.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,8,9007.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,9,8748.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,10,10288.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,11,10418.0,人次
心内科,nb_of_outp_emg,门急诊人次,2025,12,12438.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,1,26.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,2,22.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,3,21.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,4,21.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,5,18.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,6,18.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,7,19.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,8,21.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,9,22.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,10,26.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,11,27.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2022,12,27.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,1,27.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,2,25.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,3,24.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,4,20.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,5,20.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,6,19.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,7,18.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,8,19.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,9,21.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,10,25.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,11,28.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2023,12,27.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,1,28.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,2,24.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,3,21.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,4,20.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,5,18.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,6,18.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,7,19.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,8,19.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,9,22.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,10,26.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,11,28.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2024,12,25.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,1,27.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,2,26.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,3,23.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,4,20.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,5,19.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,6,21.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,7,20.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,8,22.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,9,25.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,10,27.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,11,27.0,人次
心内科,nb_of_outp_per_business_by_schedule,每出诊单元门诊人次,2025,12,26.0,人次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,1,15.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,2,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,3,15.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,4,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,5,11.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,6,11.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,7,11.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,8,12.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,9,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,10,14.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,11,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2022,12,15.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,1,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,2,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,3,14.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,4,12.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,5,11.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,6,10.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,7,12.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,8,11.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,9,14.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,10,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,11,15.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2023,12,17.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,1,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,2,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,3,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,4,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,5,11.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,6,11.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,7,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,8,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,9,15.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,10,17.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,11,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2024,12,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,1,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,2,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,3,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,4,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,5,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,6,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,7,13.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,8,14.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,9,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,10,15.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,11,16.0,台次
心内科,tm_of_srv_oper,服务手术台次（含门诊住院）,2025,12,17.0,台次
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,1,235.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,2,246.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,3,220.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,4,184.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,5,186.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,6,183.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,7,167.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,8,199.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,9,227.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,10,220.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,11,271.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2022,12,284.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,1,242.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,2,223.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,3,215.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,4,208.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,5,202.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,6,175.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,7,193.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,8,184.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,9,232.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,10,252.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,11,241.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2023,12,283.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,1,289.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,2,259.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,3,213.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,4,228.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,5,201.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,6,179.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,7,188.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,8,202.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,9,231.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,10,245.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,11,289.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2024,12,294.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,1,257.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,2,285.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,3,244.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,4,228.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,5,204.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,6,187.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,7,205.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,8,234.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,9,226.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,10,277.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,11,281.0,单元
心内科,nb_of_outp_business_by_schedule,出诊单元,2025,12,284.0,单元
心内科,nb_of_general_outp,普通门诊就诊人次,2022,1,3765.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,2,3741.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,3,3100.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,4,3132.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,5,2866.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,6,2386.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,7,2893.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,8,2776.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,9,3228.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,10,3655.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,11,3722.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2022,12,3533.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,1,4211.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,2,3455.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,3,3161.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,4,3199.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,5,2685.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,6,2887.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,7,2885.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,8,2884.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,9,3026.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,10,4020.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,11,3609.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2023,12,4202.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,1,4047.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,2,4000.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,3,3589.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,4,3202.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,5,2853.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,6,2928.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,7,2626.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,8,2938.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,9,3590.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,10,3656.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,11,4122.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2024,12,4127.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,1,4203.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,2,3858.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,3,3736.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,4,3096.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,5,3063.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,6,2718.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,7,2798.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,8,2961.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,9,3342.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,10,3619.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,11,4207.0,人次
心内科,nb_of_general_outp,普通门诊就诊人次,2025,12,4497.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,1,2383.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,2,2249.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,3,2160.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,4,2038.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,5,1963.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,6,1742.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,7,1714.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,8,1795.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,9,2035.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,10,2254.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,11,2380.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2022,12,2348.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2023,1,2641.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2023,2,2349.0,人次
心内科,nb_of_expert_outp,专家门诊就诊人次,2023,3,2448.0,人次
